qkey,input_prompt,output_token,output_dist,attribute,group,ordinal
a43a,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: A. 汉族

Answer the following question keeping in mind your previous answers.
Question: 您认为自己目前处于哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' C', ' B', ' I', ' F', ' H', ' F', ' B', ' K', ' H', ' F', ' F', ' C', ' F', ' F', ' D', ' F', ' J', ' D', ' D', ' B', ' F', ' F', ' C', ' E', ' G', ' C', ' H', ' F', ' F', ' E', ' C', ' H', ' D', ' H', ' D', ' C', ' D', ' B', ' G', ' D', ' G', ' F', ' E', ' F', ' G', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' D', ' G', ' F', ' C', ' E', ' B', ' G', ' F', ' G', ' D', ' F', ' C', ' F', ' E', ' F', ' H', ' G', ' F', ' F', ' F', ' F', ' H', ' D', ' B', ' E', ' F', ' B', ' H', ' F', ' E', ' D', ' E', ' A', ' A', ' C', ' G', ' B', ' F', ' F', ' G', ' E', ' G', ' F', ' F', ' C', ' F', ' G', ' B']","[0.007928479606224923, 0.11398469199758877, 0.07077034109421751, 0.14298281781471708, 0.14831818515908832, 0.3000155703378861, 0.13242247169713173, 0.04864305754236144, 0.02269775337102847, 0.004816215193981495, 0.0074204161857738486, 0.0007652656637931]",民族,汉族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
a43b,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: B. 一般

Answer the following question keeping in mind your previous answers.
Question: 您认为您10年前处于哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' B', ' D', ' C', ' B', ' G', ' D', ' F', ' G', ' C', ' E', ' B', ' B', ' I', ' A', ' F', ' D', ' C', ' I', ' D', ' E', ' D', ' C', ' E', ' D', ' E', ' B', ' F', ' B', ' B', ' I', ' B', ' C', ' B', ' B', ' F', ' G', ' F', ' D', ' D', ' H', ' E', ' G', ' D', ' E', ' D', ' B', ' G', ' E', ' F', ' B', ' B', ' I', ' D', ' C', ' F', ' F', ' E', ' C', ' I', ' E', ' B', ' D', ' G', ' B', ' D', ' G', ' B', ' E', ' H', ' E', ' B', ' F', ' B', ' F', ' F', ' H', ' D', ' F', ' D', ' C', ' B', ' C', ' B', ' F', ' C', ' F', ' I', ' F', ' E', ' A', ' G', ' F', ' I', ' D', ' D', ' F', ' C', ' F', ' C', ' B']","[0.010705693064381266, 0.18348156748991773, 0.1305302240174104, 0.1830880865638788, 0.14331271056941197, 0.2057891930209106, 0.07729850428881413, 0.02879584232159992, 0.022209142678845196, 0.006122544860088696, 0.008666491124741356, 0.0006095020315235]",自评健康状况,一般,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
b17,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: C. 健康

Answer the following question keeping in mind your previous answers.
Question: 比较而言,您认为下列哪类人在近20年来获得的利益最多
A. 工人
B. 农民
C. 国家干部
D. 国有、集体企业经营管理者
E. 有技术专长和高学历者
F. 有资产的人
G. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' C', ' D', ' E', ' F', ' E', ' E', ' D', ' F', ' E', ' D', ' F', ' C', ' E', ' F', ' F', ' F', ' F', ' C', ' C', ' C', ' F', ' D', ' D', ' C', ' F', ' E', ' C', ' E', ' F', ' E', ' C', ' F', ' E', ' F', ' G', ' D', ' G', ' E', ' E', ' F', ' E', ' H', ' E', ' D', ' C', ' F', ' D', ' F', ' D', ' C', ' E', ' F', ' F', ' D', ' C', ' D', ' D', ' D', ' C', ' G', ' C', ' F', ' C', ' F', ' D', ' E', ' B', ' E', ' E', ' F', ' C', ' B', ' D', ' E', ' D', ' C', ' G', ' C', ' C', ' B', ' F', ' G', ' D', ' E', ' D', ' G', ' E', ' C', ' E', ' F', ' C', ' F', ' F', ' C', ' F', ' E', ' E', ' F', ' D', ' F']","[0.017374408112999153, 0.016938604877183277, 0.2565770229202696, 0.20924474199962464, 0.20456722283256676, 0.2618736977600998, 0.03342430149725681, 0.0007548225397847]",自评健康状况,健康,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
c5,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: B. 少数民族

Answer the following question keeping in mind your previous answers.
Question: 除了家人或亲戚以外，您一天里与多少个人有联系
A. 0人
B. 1-2人
C. 3-4人
D. 5-9人
E. 10-19人
F. 20-49人
G. 50-99人
H. 100人或以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' E', ' B', ' E', ' B', ' C', ' A', ' C', ' A', ' C', ' F', ' D', ' B', ' A', ' A', ' C', ' B', ' A', ' A', ' D', ' B', ' A', ' B', ' C', ' A', ' D', ' F', ' A', ' A', ' E', ' C', ' D', ' B', ' C', ' E', ' C', ' C', ' B', ' B', ' D', ' C', ' A', ' D', ' A', ' E', ' A', ' B', ' C', ' A', ' B', ' B', ' D', ' A', ' C', ' C', ' B', ' B', ' C', ' A', ' D', ' C', ' E', ' B', ' B', ' A', ' D', ' B', ' D', ' D', ' B', ' C', ' E', ' A', ' C', ' B', ' B', ' A', ' F', ' A', ' B', ' F', ' C', ' A', ' D', ' B', ' A', ' E', ' C', ' D', ' A', ' D', ' E', ' C', ' D', ' A', ' D', ' B', ' B', ' F', ' B', ' E']","[0.2604520112268264, 0.23543051631138276, 0.18658585807001626, 0.1485053490101644, 0.11554418027840976, 0.0397769561194816, 0.01108114801161759, 0.002623980972101386, 0.0]",民族,少数民族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a89f,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: C. 健康

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲的职务级别
A. 不知道
B. 无级别
C. 股级
D. 副科级
E. 正科级
F. 副处级
G. 正处级
H. 副司局级及以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' B', ' B', ' C', ' B', ' D', ' F', ' E', ' C', ' E', ' E', ' A', ' D', ' E', ' B', ' B', ' G', ' E', ' B', ' E', ' B', ' B', ' I', ' B', ' D', ' D', ' A', ' A', ' B', ' A', ' B', ' B', ' B', ' B', ' B', ' A', ' B', ' B', ' B', ' E', ' B', ' E', ' C', ' A', ' D', ' B', ' B', ' B', ' C', ' B', ' B', ' A', ' A', ' H', ' B', ' E', ' B', ' H', ' D', ' A', ' D', ' B', ' C', ' B', ' A', ' D', ' B', ' B', ' B', ' B', ' E', ' E', ' C', ' G', ' B', ' B', ' B', ' G', ' E', ' C', ' B', ' H', ' A', ' B', ' E', ' E', ' A', ' I', ' D', ' B', ' C', ' B', ' A', ' B', ' E', ' B', ' B', ' D', ' B', ' E', ' H']","[0.12299625726358586, 0.5107376296985409, 0.04647320060050818, 0.10163673850238451, 0.1560983230229966, 0.01606336538518735, 0.03346859708604153, 0.012525888440755029, 0.0221537609291818]",自评健康状况,健康,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a36,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: C. 大专及以上

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您觉得您的生活是否幸福
A. 不知道
B. 非常不幸福
C. 比较不幸福
D. 说不上幸福不幸福
E. 比较幸福
F. 非常幸福
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' E', ' D', ' E', ' E', ' D', ' E', ' E', ' B', ' D', ' F', ' F', ' D', ' E', ' D', ' E', ' E', ' F', ' E', ' F', ' D', ' F', ' F', ' E', ' E', ' E', ' F', ' B', ' E', ' E', ' D', ' E', ' D', ' F', ' E', ' F', ' E', ' E', ' F', ' E', ' E', ' C', ' F', ' E', ' E', ' D', ' E', ' D', ' E', ' D', ' E', ' F', ' E', ' F', ' E', ' D', ' E', ' F', ' E', ' E', ' E', ' F', ' C', ' F', ' E', ' E', ' E', ' E', ' D', ' E', ' E', ' D', ' E', ' E', ' E', ' E', ' F', ' F', ' E', ' E', ' D', ' E', ' D', ' F', ' E', ' E', ' E', ' E', ' D', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' F', ' D']","[0.0018445609838890558, 0.009291282614627054, 0.02326736473767654, 0.15852663006300224, 0.6126973836680386, 0.1943727779327666, 1.6384100405613427e-05]",受教育程度,大专及以上,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
c12c,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: D. 农村

Answer the following question keeping in mind your previous answers.
Question: 在过去的12个月中，您对谁提供了以下类型的帮助-帮忙料理家务/照顾家人
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 没有帮助任何人
G. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' A', ' E', ' G', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' G', ' G', ' G', ' D', ' A', ' A', ' G', ' E', ' B', ' A', ' G', ' B', ' A', ' G', ' G', ' G', ' A', ' G', ' G', ' D', ' A', ' D', ' A', ' F', ' D', ' A', ' D', ' A', ' A', ' A', ' B', ' A', ' A', ' G', ' F', ' A', ' A', ' F', ' F', ' B', ' G', ' G', ' A', ' A', ' B', ' A', ' D', ' G', ' A', ' A', ' D', ' F', ' A', ' A', ' B', ' F', ' F', ' A', ' D', ' A', ' F', ' D', ' G', ' A', ' G', ' F', ' B', ' F', ' A', ' G', ' A', ' G', ' G', ' G', ' A', ' G', ' F', ' G', ' G', ' A', ' D', ' A', ' F', ' D', ' B', ' G', ' G', ' G', ' G', ' A']","[0.4060845682570303, 0.0835263830881698, 0.002649974642628179, 0.07016629003324648, 0.02007340071845074, 0.1272352873337536, 0.2902640959267209, 0.0]",居住地类型,农村,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a58,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: A. 未婚或同居

Answer the following question keeping in mind your previous answers.
Question: 您的工作经历及状况
A. 目前从事非农工作
B. 目前务农，曾经有过非农工作
C. 目前务农，没有过非农工作
D. 目前没有工作，而且只务过农
E. 目前没有工作，曾经有过非农工作
F. 从未工作过
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' A', ' A', ' A', ' A', ' F', ' E', ' F', ' C', ' A', ' A', ' E', ' A', ' F', ' F', ' C', ' A', ' A', ' E', ' E', ' A', ' A', ' A', ' A', ' A', ' E', ' A', ' F', ' A', ' D', ' E', ' A', ' C', ' F', ' E', ' E', ' A', ' A', ' E', ' F', ' E', ' F', ' A', ' A', ' C', ' E', ' F', ' F', ' C', ' F', ' A', ' E', ' A', ' C', ' E', ' E', ' F', ' E', ' A', ' A', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' A', ' F', ' A', ' F', ' A', ' A', ' A', ' A', ' A', ' F', ' D', ' E', ' E', ' E', ' A', ' D', ' F', ' C', ' F', ' E', ' A', ' F', ' E', ' F', ' E', ' B', ' F', ' A', ' A', ' F', ' E', ' A', ' C', ' E']","[0.42365692822341366, 0.034332544812721376, 0.06238375578415227, 0.05361978216860931, 0.17862049143701392, 0.2473864975740894, 0.0]",婚姻状况,未婚或同居,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a16,"Question: 您目前的户口类型是？
A. 农业户口
B. 非农业及居民户口

Answer: B. 非农业及居民户口

Answer the following question keeping in mind your previous answers.
Question: 在过去的四周中，由于健康问题影响到您的工作或其他日常活动的频繁程度是
A. 不知道
B. 总是
C. 经常
D. 有时
E. 很少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' D', ' E', ' F', ' E', ' E', ' E', ' E', ' F', ' C', ' E', ' E', ' C', ' D', ' F', ' B', ' D', ' E', ' E', ' E', ' E', ' F', ' F', ' E', ' F', ' D', ' F', ' E', ' D', ' D', ' E', ' C', ' D', ' F', ' C', ' D', ' F', ' D', ' D', ' E', ' C', ' F', ' D', ' E', ' E', ' D', ' D', ' C', ' E', ' F', ' D', ' D', ' E', ' F', ' D', ' E', ' F', ' D', ' E', ' D', ' F', ' B', ' B', ' E', ' B', ' D', ' F', ' B', ' E', ' E', ' D', ' F', ' F', ' D', ' F', ' E', ' D', ' F', ' F', ' E', ' D', ' F', ' E', ' D', ' D', ' E', ' F', ' E', ' D', ' D', ' D', ' E', ' D', ' E', ' D', ' D', ' B', ' D', ' F', ' F']","[0.002638678704236674, 0.0407120162759813, 0.08331578954204344, 0.24960494463748012, 0.3631207752410918, 0.26060779559916664, 0.0]",户口类型,非农业及居民户口,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a423,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: B. 一般

Answer the following question keeping in mind your previous answers.
Question: 您是否同意-干得好不如嫁得好
A. 不知道
B. 完全不同意
C. 比较不同意
D. 无所谓同意不同意
E. 比较同意
F. 完全同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' A', ' D', ' B', ' E', ' C', ' C', ' B', ' B', ' F', ' C', ' C', ' B', ' B', ' B', ' D', ' E', ' E', ' F', ' C', ' B', ' C', ' E', ' E', ' E', ' C', ' C', ' E', ' B', ' B', ' B', ' F', ' C', ' F', ' C', ' E', ' C', ' B', ' B', ' E', ' E', ' C', ' E', ' C', ' E', ' E', ' C', ' C', ' E', ' B', ' F', ' E', ' E', ' E', ' E', ' D', ' E', ' C', ' E', ' B', ' D', ' B', ' E', ' E', ' E', ' E', ' E', ' E', ' D', ' E', ' D', ' E', ' B', ' B', ' C', ' E', ' D', ' D', ' C', ' E', ' D', ' B', ' B', ' C', ' E', ' E', ' D', ' C', ' C', ' B', ' C', ' B', ' E', ' E', ' D', ' D', ' C', ' B', ' D', ' C', ' E']","[0.011519258679674037, 0.16914498021895788, 0.21305242293654564, 0.155537017421665, 0.29389607798240475, 0.15685024276075268, 0.0004253724281335]",自评健康状况,一般,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
b17,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: A. 汉族

Answer the following question keeping in mind your previous answers.
Question: 比较而言,您认为下列哪类人在近20年来获得的利益最多
A. 工人
B. 农民
C. 国家干部
D. 国有、集体企业经营管理者
E. 有技术专长和高学历者
F. 有资产的人
G. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' D', ' D', ' E', ' F', ' F', ' E', ' D', ' A', ' B', ' F', ' F', ' C', ' C', ' F', ' F', ' E', ' C', ' C', ' D', ' E', ' D', ' E', ' C', ' E', ' C', ' F', ' E', ' G', ' E', ' G', ' E', ' E', ' F', ' D', ' D', ' C', ' E', ' E', ' C', ' E', ' C', ' B', ' C', ' C', ' D', ' D', ' A', ' F', ' F', ' C', ' D', ' B', ' C', ' E', ' E', ' D', ' D', ' C', ' C', ' F', ' B', ' F', ' D', ' C', ' C', ' D', ' C', ' D', ' D', ' C', ' E', ' F', ' D', ' F', ' F', ' C', ' F', ' C', ' F', ' F', ' E', ' C', ' E', ' D', ' D', ' D', ' G', ' E', ' F', ' D', ' D', ' E', ' F', ' C', ' C', ' E', ' D', ' C', ' C', ' F']","[0.01772997766495821, 0.01770422491965455, 0.27858000863793625, 0.19721730198322732, 0.19601567889649119, 0.24521176521372556, 0.047541042684006975, 0.0014916306150819]",民族,汉族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a3002,"Question: 您是否有宗教信仰？若有，属于哪一类？
A. 不信仰宗教
B. 有宗教信仰

Answer: B. 有宗教信仰

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您是否常在空闲时间从事以下活动-出去看电影
A. 不知道
B. 每天
C. 一周数次
D. 一月数次
E. 一年数次或更少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' D', ' F', ' E', ' F', ' D', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' C', ' E', ' F', ' F', ' E', ' E', ' F', ' F', ' E', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' E', ' F', ' E', ' F', ' D', ' E', ' E', ' E', ' F', ' E', ' E', ' F', ' E', ' F', ' F', ' E', ' F', ' F', ' E', ' F', ' D', ' F', ' D', ' D', ' E', ' E', ' F', ' F', ' F', ' F', ' E', ' E', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' E', ' F', ' F', ' F', ' E', ' E', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' E', ' C', ' F', ' F']","[0.003456278613118365, 0.0016970597301641894, 0.012731779178862946, 0.08824379937657834, 0.3102229385670883, 0.5836481445341879, 0.0015548979527402]",宗教信仰,有宗教信仰,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a35,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: B. 一般

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您认为当今社会公不公平
A. 不知道
B. 完全不公平
C. 比较不公平
D. 说不上公平但也不能说不公平
E. 比较公平
F. 完全公平
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' F', ' F', ' E', ' E', ' B', ' C', ' D', ' E', ' E', ' E', ' D', ' B', ' B', ' D', ' D', ' D', ' E', ' B', ' D', ' E', ' C', ' D', ' D', ' E', ' E', ' D', ' C', ' F', ' E', ' E', ' E', ' E', ' D', ' E', ' C', ' C', ' D', ' F', ' D', ' B', ' C', ' D', ' E', ' C', ' D', ' E', ' E', ' E', ' C', ' B', ' E', ' D', ' B', ' D', ' F', ' D', ' D', ' E', ' C', ' B', ' D', ' E', ' C', ' E', ' D', ' D', ' D', ' B', ' D', ' E', ' D', ' D', ' E', ' C', ' D', ' E', ' C', ' E', ' E', ' D', ' E', ' E', ' D', ' D', ' E', ' D', ' D', ' A', ' E', ' D', ' B', ' E', ' D', ' E', ' D', ' F', ' C', ' E', ' C', ' B']","[0.005055582779678166, 0.05812265148245913, 0.1669629475909981, 0.2854296612750618, 0.4221055864759827, 0.06232357039582024, 0.0011229935486829]",自评健康状况,一般,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
b9,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: C. 健康

Answer the following question keeping in mind your previous answers.
Question: 上述各类型人之间,您认为哪两类人之间最容易出现矛盾和冲突
A. 穷人与富人之间
B. 当官的与老百姓之间
C. 城里人与乡下人之间
D. 有财产的人与无财产的人之间
E. 管理者与被管理者之间
F. 高学历者与低学历者之间
G. 工人与白领之间
H. 说不清
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' B', ' B', ' B', ' E', ' B', ' B', ' F', ' A', ' C', ' B', ' B', ' H', ' E', ' H', ' H', ' H', ' D', ' H', ' E', ' A', ' A', ' H', ' A', ' H', ' B', ' B', ' B', ' A', ' H', ' D', ' F', ' E', ' A', ' B', ' A', ' B', ' B', ' A', ' H', ' B', ' H', ' A', ' E', ' G', ' H', ' A', ' H', ' H', ' B', ' H', ' B', ' H', ' H', ' H', ' H', ' A', ' H', ' H', ' H', ' E', ' B', ' B', ' B', ' H', ' H', ' E', ' A', ' H', ' B', ' E', ' F', ' E', ' A', ' B', ' E', ' E', ' E', ' A', ' B', ' H', ' A', ' B', ' H', ' H', ' H', ' H', ' B', ' B', ' B', ' B', ' B', ' B', ' A', ' A', ' B', ' E', ' H', ' A', ' E', ' B']","[0.18952287223865802, 0.3133982739525266, 0.04225159261145908, 0.04284258340575533, 0.1737240330512579, 0.03324260362923112, 0.01061314028725374, 0.19440490082385828, 0.0]",自评健康状况,健康,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
b9,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: D. 农村

Answer the following question keeping in mind your previous answers.
Question: 上述各类型人之间,您认为哪两类人之间最容易出现矛盾和冲突
A. 穷人与富人之间
B. 当官的与老百姓之间
C. 城里人与乡下人之间
D. 有财产的人与无财产的人之间
E. 管理者与被管理者之间
F. 高学历者与低学历者之间
G. 工人与白领之间
H. 说不清
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' H', ' H', ' A', ' A', ' B', ' B', ' D', ' E', ' B', ' D', ' H', ' B', ' E', ' E', ' H', ' C', ' B', ' B', ' C', ' A', ' H', ' B', ' H', ' E', ' H', ' A', ' H', ' D', ' E', ' B', ' C', ' B', ' G', ' B', ' E', ' E', ' H', ' F', ' A', ' D', ' B', ' H', ' E', ' F', ' D', ' A', ' D', ' E', ' B', ' B', ' H', ' H', ' H', ' H', ' A', ' G', ' A', ' H', ' B', ' B', ' A', ' B', ' C', ' B', ' D', ' F', ' E', ' E', ' A', ' H', ' A', ' A', ' H', ' H', ' H', ' H', ' H', ' A', ' B', ' A', ' B', ' H', ' D', ' H', ' H', ' B', ' B', ' A', ' A', ' D', ' E', ' D', ' H', ' B', ' A', ' B', ' A', ' G', ' A', ' H']","[0.20585781614122492, 0.26961749836140914, 0.053737667474434585, 0.04135067498093149, 0.11698095004065115, 0.019417932821883498, 0.01703641131788167, 0.27600104886158366, 0.0]",居住地类型,农村,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a58,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: B. 少数民族

Answer the following question keeping in mind your previous answers.
Question: 您的工作经历及状况
A. 目前从事非农工作
B. 目前务农，曾经有过非农工作
C. 目前务农，没有过非农工作
D. 目前没有工作，而且只务过农
E. 目前没有工作，曾经有过非农工作
F. 从未工作过
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' C', ' C', ' F', ' C', ' A', ' C', ' C', ' B', ' C', ' C', ' E', ' E', ' D', ' D', ' E', ' A', ' E', ' C', ' C', ' B', ' A', ' A', ' E', ' F', ' E', ' D', ' E', ' A', ' A', ' C', ' E', ' A', ' A', ' D', ' E', ' A', ' E', ' B', ' A', ' D', ' D', ' C', ' C', ' A', ' E', ' A', ' C', ' C', ' A', ' A', ' D', ' A', ' B', ' A', ' A', ' E', ' F', ' B', ' A', ' C', ' A', ' E', ' D', ' A', ' E', ' D', ' A', ' A', ' E', ' E', ' C', ' E', ' C', ' A', ' B', ' E', ' C', ' A', ' B', ' A', ' A', ' C', ' A', ' A', ' A', ' E', ' B', ' C', ' D', ' E', ' A', ' B', ' E', ' A', ' C', ' E', ' C', ' A', ' E']","[0.20841999920717239, 0.10778616051290361, 0.22857275742223662, 0.20079724357680004, 0.20135919796469479, 0.053064641316192304, 0.0]",民族,少数民族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a40,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: B. 一般

Answer the following question keeping in mind your previous answers.
Question: 您认为同性间的性行为对不对
A. 不知道
B. 总是不对的
C. 大多数情况下是不对的
D. 说不上对与不对
E. 有时是对的
F. 完全是对的
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' B', ' F', ' F', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' D', ' C', ' B', ' D', ' B', ' B', ' E', ' D', ' D', ' B', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' C', ' D', ' B', ' B', ' D', ' B', ' C', ' D', ' C', ' B', ' D', ' B', ' D', ' D', ' D', ' B', ' B', ' D', ' C', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' D', ' E', ' B', ' B', ' B', ' F', ' D', ' B', ' D', ' D', ' B', ' C', ' D', ' B', ' B', ' B', ' D', ' D', ' E', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' D', ' D', ' B', ' D', ' B', ' B', ' D']","[0.015173044437010633, 0.5918536808177942, 0.07539185120143721, 0.25368346422543037, 0.04087976658009623, 0.023018192738231316, 0.0009944604604784]",自评健康状况,一般,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
